Producto,Medida,CASA DE LA CARNE CANGREJO,REY DE VIA ESPAÑA,RIBA SMITH BELLA VISTA,RIBA SMITH TRANSISTMICA,SUPER 99 CAMINO REAL,SUPER 99 EL DORADO,SUPER 99 TUMBA MUERTO,XTRA TUMBA MUERTO,EL MACHETAZO COSTA SUR,EL MACHETAZO METRO MALL,SUPER 99 LOS PUEBLOS,SUPER 99 PEDREGAL,SUPER 99 PLAZA TOCUMEN,XTRA LAS ACACIAS,XTRA LOS PUEBLOS,REY CHANIS,SUPER 99 CHANIS,SUPER 99 PORTOBELO,REY 12 DE OCTUBRE,SUPER 99 VISTA HERMOSA,CASA DE LA CARNE VIA PORRAS,REY CALLE 50,SUPER 99 SAN FRANCISCO,SUPER 99 VÍA PORRAS,EL FUERTE SAN MIGUELITO,EL MACHETAZO SAN MIGUELITO,REY BRISAS DEL GOLF,REY VILLA LUCRE,SUPER 99 BRISAS DEL GOLF,SUPER 99 LOS ANDES,SUPER 99 VILLA LUCRE,XTRA MARKET  VILLA LUCRE,XTRA OJO DE AGUA,XTRA PAN DE AZÚCAR,EL MACHETAZO CALIDONIA,EL MACHETAZO SANTA ANA,REY BOMBERO SANTA ANA,SUPER 99 LA CUCHILLA CALIDONIA,EL MACHETAZO NVO. TOCUMEN,EL MACHETAZO PUNTA DEL ESTE,REY LAS AMERICAS,SUPER 99 24 DE DICIEMBRE,SUPER 99 MAÑANITAS,XTRA  24 DICIEMBRE,XTRA PACORA,EL FUERTE VILLA ZAITA,REY MILLA 8,SUPER 99 LA CABIMA,MINISUPER EL VETERANO,MINISUPER CD,ABA EL CANGREJO/ BELLA VISTA,FRUTERÍA  MIMI,ABT. JUAN CARLOS - BETHANIA,MINISUPER - JANET - BETHANIA,ABT. ELENA - BETHANIA,MINISUPER - ESTELA - BETHANIA,MINISUPER - EL PROGRESO - PARQ LEFEVRE,MINISUPER - EL CHEVERE - PAR. LEFEVRE,ABT. PANAMÁ VIEJO - PAR. LEFEVRE,MINI SUPER MAGIC PAN,ABARROTERIA LOS AMIGOS,MINISUPER PUEBLO NUEVO,MINISUPER ROSITA,MINISUPER CHONSITO - PUEBLO NUEVO,MINISUPER FUENTE DE ORO - SAN FCO,MINISUPER ECLIPSE-SAN FCO.,M/S DALLYS - BOCA LA CAJA,MINISUPER PAN,ABT. LEÓN-SAN MIGUELITO,MINISUPER FLORECIENTE,ABT. DENIA-SAN MIGUELITO,MINISUPER - JIMMY LIAO,MINISUPER - EXCELENTE -JUAN DÍAZ,MINISUPER - JUAN DÍAZ,MINISUPER JULY ZHANG- JUAN DÍAZ,M/S SUSANA LUO JUAN DIAZ,ABT - LA PAGODA,ABT. LA PAGODA NO. 2,M/S MULTI CARNES,M/S CABALLEROS LOO,MINISUPER PLAZA AMADOR,ABT EDITH- SANTA ANA,MINISUPER EXPRESO-CALIDONIA,MINISUPER ROY-CALIDONIA,MINISUPER EL MILENIO,M/S VILLA ZAITA,M/S OCÉANO,ABARROTERÍA BERAKA,,
Manzana Roja Mediana *,1 Unidades,,,0.45,0.45,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,0.35,,,0.65,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.4,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,,0.5,0.55,0.5,0.5,0.5,,0.5,0.5,,,0.3,,0.5,0.5,0.5,0.5,0.6,0.5,,0.35,,
Naranja de Jugo *,1 Kilogramos,,,0.95,,,0.79,0.79,,0.75,,0.79,0.79,,0.72,0.73,,,,,0.79,,,0.79,0.79,0.55,0.85,,,0.79,0.79,,0.72,0.57,0.53,0.85,0.85,,,0.75,,,0.79,,0.63,0.63,0.57,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piña *,1 Kilogramos,1,,0.9,,0.88,0.88,0.88,,0.55,,0.88,0.88,0.88,,,,0.88,,,0.88,0.86,,0.88,0.88,0.85,,,,0.88,,,1,,,0.95,0.95,,0.88,0.95,0.95,,0.88,0.88,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aceite Vegetal Nacional *,"1,42 Litros",3.85,3.15,3.89,3.89,2.49,1.99,2.39,1.93,2.69,2.75,2.79,2.79,2.79,2.79,1.97,2.69,2.79,2.79,1.95,2.49,3.85,2.69,2.79,2.76,2.82,2.71,1.95,2.69,2.79,2.79,2.79,2.03,1.93,2.23,2.63,2.79,2.45,2.39,2.41,2.41,,2.79,2.49,2.41,1.97,2.18,2.69,2.79,,,,,,3.75,,3.75,,3.25,,3.25,,3.5,,,3.95,,,3.85,,,,3.75,3,3.25,,,2.69,2.79,4.25,3.85,,,2.85,3.5,3.5,3.45,,3.45,,
Margarina en barra*,1 Kilogramos,2.67,2.98,2.87,,2.62,2.65,2.65,2.65,2.58,2.76,2.62,2.62,2.62,2.62,2.65,2.98,2.62,2.62,2.98,2.62,2.67,2.98,2.62,2.62,2.58,2.65,2.98,3.51,2.62,2.62,2.62,2.65,2.54,2.65,2.75,2.65,3.2,2.65,2.76,2.65,2.98,2.62,2.62,2.43,2.43,2.43,2.98,2.62,4.85,4.41,3.95,3.86,5.29,4.41,4.41,4.41,4.41,4.41,3.86,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,3.09,4.41,4.41,4.41,4.85,4.41,4.41,4.85,4.41,2.76,2.31,,,3.66,4.08,3.86,4.74,4.41,4.41,4.41,4.19,,
Leche en Polvo entera instantánea *,360 Gramos,3.76,,3.76,3.76,1.99,3.1,1.99,2.9,3.75,3.75,2.97,3.72,2.92,3.29,3.29,3.76,2.92,2.92,3.31,3.1,3.76,3.32,1.99,1.99,2.98,2.95,3.31,3.31,2.92,3.39,3.39,3.79,2.96,2.93,3.67,3.67,3.72,2.92,3.74,3.74,3.76,3.39,3.29,3.7,3.7,3.55,3.31,3.39,,,,3.76,3.75,3.76,,3.76,3.76,,3.76,3.75,,3.76,3.76,3.76,3.76,,3.76,,3.76,3.76,3.76,3.76,3.76,3.75,3.76,,3.76,,3.76,3.75,,,3.76,3.76,3.76,3.75,3.75,3.5,,
Leche Evaporada *,167 Gramos,0.51,0.45,0.67,0.67,0.49,0.49,0.49,0.43,0.47,0.43,0.49,0.49,0.49,0.43,0.43,0.45,0.49,0.49,0.45,0.49,0.55,0.45,0.49,0.49,0.42,0.42,0.45,0.47,0.49,0.49,0.49,0.43,0.4,0.4,0.45,0.66,0.55,0.49,0.41,0.41,,0.49,0.49,0.41,0.41,0.42,0.45,0.49,0.75,0.75,0.8,0.75,0.75,0.6,0.75,0.55,0.75,0.6,0.6,0.65,0.75,0.55,0.55,0.6,0.6,,0.6,0.7,0.65,0.75,0.65,0.6,0.6,0.55,0.6,0.75,0.47,0.49,0.6,0.65,0.65,0.65,0.65,0.75,0.55,0.6,0.6,0.6,,
Leche Fresca y Pasteurizada *,946 Mililitros,1.49,1.35,1.49,1.49,1.35,1.35,1.35,1.33,1.35,1.29,1.35,1.35,1.35,1.31,,1.35,1.35,1.35,1.35,1.35,1.38,1.35,1.35,1.35,1.33,1.19,1.35,1.35,1.35,1.35,1.35,1.33,1.23,1.17,1.33,1.35,1.35,1.35,1.31,1.29,1.35,1.35,1.35,1.27,1.29,1.33,1.35,1.35,1.65,1.65,1.75,1.55,1.5,1.5,1.45,1.55,1.45,1.6,1.5,1.6,1.5,1.6,1.55,1.5,1.5,1.6,1.6,1.5,1.5,1.5,1.4,1.5,1.45,1.5,1.5,1.45,1.5,1.35,,1.5,1.5,1.5,1.45,1.55,1.5,1.5,1.5,1.35,,
Queso Amarillo *,1 Kilogramos,6.61,6.61,6.61,6.61,6.21,6.21,6.21,6.59,6.65,,6.21,6.61,6.21,6.19,6.19,,6.21,,6.61,6.21,6.61,6.61,6.21,6.21,6.39,6.6,6.61,6.61,6.21,6.21,6.21,6.19,6.19,6.19,,6.6,6.61,6.61,6.6,6.6,6.61,6.61,6.21,6.19,6.19,6.59,6.61,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queso Blanco Prensado Bajo en Sal *,1 Kilogramos,,11.35,,,10.95,10.95,10.95,10.97,11.1,,11,11,,,,,11,10.19,10.84,11,14.6,13.95,11,11,,,12.89,,11,11,11,10.46,11.79,10.28,10.65,,10.89,10.95,15.25,11.75,11.69,12.19,10.95,10.25,10.25,10.31,10.89,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huevos Medianos de Gallina *,1 Docena,1.87,1.87,1.87,1.87,1.87,1.59,1.69,1.67,1.69,1.69,1.87,1.87,1.87,1.85,1.85,1.86,1.59,1.59,1.85,1.59,1.87,1.75,1.87,1.87,1.6,1.67,1.86,1.86,1.59,1.59,1.69,1.57,1.67,1.67,1.69,1.82,1.86,1.87,1.69,1.57,1.7,1.69,1.69,1.67,1.67,1.69,1.86,1.59,3,,,2.4,2.4,2.4,3,2.4,2.4,1.92,2.4,1.92,,2.4,2.4,1.8,2.4,2.28,,2.4,2.4,2.4,1.92,2.4,2.4,2.4,2.4,,,,1.87,2.4,1.92,2.4,2.04,2.4,1.8,2.4,2.4,1.92,,
Azúcar Morena *,1 Kilogramos,1.52,,,,,,,1.26,1.26,,,,,0.95,0.99,,,,,,1.65,,,,,,,,,,,0.97,0.99,1.21,,1.26,,,1.26,1.26,,,,1.21,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Café Molido Tradicional *,425 Gramos,5.45,5,3.94,3.94,2.81,4.07,3.45,2.8,4.05,4.05,4.07,3.45,4.07,2.79,2.79,4.05,4.07,4.07,4.05,3.45,5.45,4.05,4.07,4.07,2.79,4.05,4.05,4.05,4.07,2.81,4.07,4.01,2.78,2.77,4.05,4.05,4.05,4.07,2.94,2.94,4.05,2.81,3.45,2.8,2.8,2.79,4.05,4.07,6.95,5.75,5.9,5.95,5.65,5.25,,5.5,5.65,5.25,5.5,5.5,,,,5.5,,5.65,,,5.65,,,5.95,5.25,5,,,4.99,4.19,4.55,,,,4.95,5.75,,5.5,,5.95,,
Jugo de Naranja *,946 Mililitros,1.05,1.05,1.39,1.39,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.22,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.99,0.99,1.05,1.05,1.05,1.05,1.05,1.5,1.45,1.4,1.35,1.35,1.35,1.5,1.35,1.25,1.35,1.25,1.25,1.35,1.3,1.25,1.25,1.25,1.35,1.25,1.25,1.25,1.25,1.25,1.35,1.25,1.25,1.25,1.25,1.29,0.95,1.25,1.25,1.25,1.25,1.25,1.35,1.35,1.35,1.35,1.25,,
Mayonesa *,15 Onzas,2.48,2.25,2.55,2.55,1.75,1.75,1.75,1.73,2.15,2.49,2.49,2.49,2.49,2.1,2.1,2.15,2.49,2.49,2.25,1.75,2.48,2.3,2.49,2.49,2.48,2.44,2.15,2.15,2.49,2.49,2.49,2.1,1.73,1.97,2.17,2.47,2.05,1.75,,2.48,2.15,2.49,2.49,2.48,,2.19,2.89,2.49,,2.95,,3.25,2.5,2.75,,2.85,,,,2.75,,2.85,,2.5,2.65,,2.65,2.5,2.73,3,,2.75,2.75,2.5,2.75,2.6,2.79,,,,,,2.5,,2.35,2.65,2.5,,,
Pasta de Tomate *,113 Gramos,0.62,,0.65,0.65,0.29,0.29,0.49,0.27,0.43,0.49,0.29,0.35,0.35,0.33,0.33,0.45,0.35,0.35,0.42,0.36,0.62,0.42,0.35,0.35,0.41,0.35,0.45,,0.35,0.29,0.29,0.33,0.33,0.35,0.43,0.43,0.42,0.29,0.43,0.33,0.3,0.29,0.29,0.28,0.33,0.35,0.45,0.35,0.85,0.75,0.6,0.75,0.75,0.65,0.85,0.55,0.5,0.75,0.6,0.75,0.75,0.75,0.75,0.75,0.65,0.75,0.7,0.75,0.75,0.75,0.75,0.75,0.75,0.65,0.7,0.75,0.59,0.49,0.5,0.75,,0.7,0.5,0.75,0.65,0.75,0.75,0.75,,
Sal  *,1 Kilogramos,0.55,0.55,0.66,0.66,0.55,0.64,0.64,0.51,0.55,0.57,0.55,0.64,0.55,0.51,0.51,0.55,0.55,0.55,0.55,0.55,0.6,0.55,0.55,0.55,,0.55,0.55,,0.55,0.55,0.55,0.51,0.44,0.44,0.55,0.6,0.62,0.55,0.57,0.55,0.55,0.55,0.55,0.51,0.53,0.49,0.64,0.55,1.1,0.88,0.99,0.88,1.1,0.88,1.1,0.77,1.1,0.77,0.66,0.88,0.99,0.88,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.99,0.88,0.77,0.88,0.77,0.88,0.77,0.66,0.5,0.77,0.77,0.77,0.77,0.77,1.1,0.77,0.77,0.99,0.88,,
Salsa de Tomate *,113 Gramos,0.59,0.42,0.65,0.65,0.29,0.29,0.35,0.27,0.43,0.43,0.29,0.35,0.35,0.33,0.33,0.5,0.29,0.29,0.42,0.35,0.62,0.43,0.35,0.35,0.41,0.43,0.5,0.32,0.29,0.29,0.35,0.33,0.32,0.33,0.43,0.43,0.5,0.29,0.43,0.43,0.39,0.29,0.29,0.27,0.33,0.35,0.35,0.35,0.85,0.75,0.62,0.75,0.75,0.65,,0.55,0.65,0.75,0.5,0.75,0.7,0.75,0.75,0.75,0.65,0.75,0.65,0.75,0.7,0.65,0.75,0.75,0.75,0.65,0.7,0.75,0.59,,0.58,0.75,0.8,0.65,0.5,0.75,0.65,0.55,0.75,0.75,,
Soda en envase plástico *,1 Litros,1.2,1.04,1.24,1.24,1.2,1.2,1.2,1.18,1.15,1.15,1.1,1.1,1.2,1.2,1.14,1.25,1.1,,1.05,1.2,1.2,1.05,1.2,1.2,1.13,1.2,1.05,1.05,1.1,1.04,1.2,1.02,1.03,1.11,1.25,1.25,1.5,1.2,1.25,1.15,1.05,1.1,0.75,,,1.13,1.04,1.04,1.5,,1.75,1.45,1.35,1.25,1.45,1.25,1.35,1.6,1.25,1.35,1.35,1.25,1.25,1.25,1.25,1.5,1,1.2,1.25,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.15,1.35,1.35,1.25,1.25,1.25,1.35,1.25,1.25,1,,
Sopa Deshidratada (Pollo y Fideos) *,60 Gramos,0.59,0.45,0.48,0.48,0.42,0.42,0.42,0.4,0.4,0.4,0.42,0.42,,0.41,0.35,0.45,0.42,0.42,0.49,0.42,0.39,0.45,0.42,0.42,0.4,0.4,0.45,0.45,0.42,0.44,0.39,0.41,0.3,0.41,0.4,0.4,0.45,0.42,0.49,0.49,0.5,0.42,0.46,0.38,0.48,0.24,0.45,0.44,0.85,0.75,0.55,0.75,0.75,0.65,0.75,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.6,0.65,0.65,0.6,0.6,0.65,0.45,0.45,0.59,,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.6,,
Te Negro *,36 Gramos,0.93,0.95,0.93,0.94,0.95,0.95,0.95,0.94,0.93,0.93,0.99,0.95,0.95,0.84,0.91,0.95,0.95,0.95,0.95,0.95,0.88,0.95,0.95,0.95,0.9,0.89,0.95,0.95,0.95,0.95,0.95,0.93,0.89,0.87,0.93,0.93,0.95,0.95,0.92,0.92,0.95,0.85,0.95,0.98,0.9,0.9,0.95,0.95,1.35,,,1.15,,1.25,,1.25,,,,,,,,,,,,,,,,,,1.25,,,0.89,0.9,1.25,1,,,,,1,1,,1.25,,
